지진ID,구분,구분명,전송시각,진원시,위도 (단위:`N),경도 (단위:`E),규모 (리히터 기준),진앙지,등록일자,깊이 (단위:KM)
2.02E+11,1,지진정보,2.02E+11,2.02E+13,41.28,129.13,2.7,북한 함경북도 길주 북북서쪽 40km 지역,2021-04-19 16:42,20
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.07,125.08,3.7,전남 신안군 흑산도 북서쪽 54km 해역,2021-04-19 14:26,15
2.02E+11,3,국외지진,2.02E+11,2.02E+13,23.87,121.49,5.8,대만 화롄 남서쪽 11km 지역,2021-04-18 23:20,15
2.02E+11,3,국외지진,2.02E+11,2.02E+13,38.3,141.9,5.8,일본 미야기현(혼슈) 센다이 동쪽 90km 해역,2021-04-18 9:38,50
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.29,127.71,2.2,경기 여주시 동쪽 7km 지역,2021-04-16 1:48,11
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.02,126.91,2,전북 익산시 북북서쪽 9km 지역,2021-04-13 22:01,13
2.02E+11,3,국외지진,2.02E+11,2.02E+13,33.7,140.5,5.8,일본 가나가와현(혼슈) 요코하마 남남동쪽 209km 해역,2021-03-28 9:34,50
2.02E+11,3,국외지진,2.02E+11,2.02E+13,26.1,125,6.2,일본 오키나와현 오키나와 서쪽 268km 해역,2021-03-27 7:14,150
2.02E+11,3,국외지진,2.02E+11,2.02E+13,38.4,141.7,7.2,일본 미야기현(혼슈) 센다이 동쪽 74km 해역,2021-03-20 18:22,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,31.94,92.74,6.1,중국 티베트 나취 북동쪽 83km 지역,2021-03-19 15:46,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.76,129.19,2.6,경북 경주시 남남서쪽 11km 지역,2021-03-16 2:57,18
2.02E+11,3,국외지진,2.02E+11,2.02E+13,20.89,144.32,5.7,마리아나 제도 해역,2021-03-07 4:27,10
2.02E+11,3,국외지진,2.02E+11,2.02E+13,21.1,144.47,5.5,마리아나 제도 해역,2021-03-07 3:47,14
2.02E+11,3,국외지진,2.02E+11,2.02E+13,39.76,22.18,6.3,그리스 테살리아 라리사  북서쪽 25km 지역,2021-03-03 19:40,10
2.02E+11,3,국외지진,2.02E+11,2.02E+13,21.91,121.13,5.8,대만 카오슝 남동쪽 115km 해역,2021-03-02 18:31,31
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.47,126.34,2.2,전남 영광군 북서쪽 27km 해역,2021-02-21 9:07,18
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.99,126.84,2.5,전북 군산시 동북동쪽 10km 지역,2021-02-15 19:03,14
2.02E+11,3,국외지진,2.02E+11,2.02E+13,37.7,141.8,7.1,일본 미야기현(혼슈) 센다이 남동쪽 103km 해역,2021-02-13 23:15,60
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-23.1,171.5,7.9,뉴칼레도니아 누메아 동쪽 526km 해역  ,2021-02-10 22:43,33
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.32,126.24,2.1,인천 옹진군 서남서쪽 38km 해역,2021-02-10 19:32,9
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.37,122.02,5.7,대만 화롄 북동쪽 67km 해역,2021-02-09 2:24,24
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.36,122.36,5.5,대만 화롄 동북동쪽 94km 해역,2021-02-09 2:06,69
2.02E+11,1,지진정보,2.02E+11,2.02E+13,40.64,127.62,2.3,북한 함경남도 장진 북동쪽 43km 지역,2021-02-08 8:30,24
2.02E+11,1,지진정보,2.02E+11,2.02E+13,40.67,127.45,3.2,북한 함경남도 장진 북북동쪽 37km 지역,2021-02-08 4:19,24
2.02E+11,3,국외지진,2.02E+11,2.02E+13,6.76,125.21,6,필리핀 막사이사이 동쪽 2km 지역,2021-02-07 13:47,25
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.66,122.6,6.1,대만 타이베이 동남동쪽 114km 해역,2021-02-07 2:52,112
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.81,127.53,2.7,전북 장수군 북쪽 18km 지역,2021-02-06 4:44,5
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.32,126.24,2.2,인천 옹진군 서남서쪽 38km 해역,2021-02-03 12:22,8
2.02E+11,3,국외지진,2.02E+11,2.02E+13,22.5,143.6,5.7,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1477km 해역,2021-02-01 1:11,150
2.02E+11,3,국외지진,2.02E+11,2.02E+13,42.7,142,5.4,일본 홋카이도 삿포로 남동쪽 66km 지역,2021-01-27 14:15,130
2.02E+11,3,국외지진,2.02E+11,2.02E+13,23.37,123.71,5.7,대만 화롄 동남동쪽 229km 해역,2021-01-25 16:35,60
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-61.85,-55.56,7,사우스셰틀랜드 제도 해역,2021-01-24 9:00,8
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.84,125.14,2.1,전북 군산시 어청도 서남서쪽 81km 해역,2021-01-24 6:29,11
2.02E+11,3,국외지진,2.02E+11,2.02E+13,5.01,127.52,7,필리핀 민다나오섬 다바오 남동쪽 312km 해역,2021-01-21 21:47,96
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-31.84,-68.81,6.4,아르헨티나 산후안 남서쪽 42km ,2021-01-19 12:18,14
2.02E+11,3,국외지진,2.02E+11,2.02E+13,35.79,123.97,4.6,중국 청도 동쪽 332km 해역,2021-01-19 4:19,12
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.72,129.4,1.1,경북 경주시 남동쪽 22km 지역,2021-01-17 2:07,12
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-3.01,118.92,6.2,인도네시아 서 술라웨시 마무주 남쪽 36km 지역,2021-01-15 3:53,18
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.86,125.43,2.1,충남 태안군 서격렬비도 북북서쪽 30km 해역,2021-01-14 8:21,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,43.6,140,5.6,일본 홋카이도 삿포로 서북서쪽 125km 해역,2021-01-12 11:49,240
2.02E+11,3,국외지진,2.02E+11,2.02E+13,51.24,100.44,6.8,몽골 무릉 북쪽 180km 지역,2021-01-12 7:03,10
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-24.02,-66.67,6.1,아르헨티나 살타 북서쪽 153km 지역,2021-01-10 13:21,203
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.72,122.04,5.7,대만 타이베이 남동쪽 61km 해역,2021-01-09 20:46,72
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.4,140.6,5.1,일본 이바라키현(혼슈) 미토 동북동쪽 12km 지역,2020-12-30 9:45,60
2.02E+11,3,국외지진,2.02E+11,2.02E+13,45.41,16.3,6.4,크로아티아 페트리냐 남남동쪽 2km 지역,2020-12-29 20:43,10
2.02E+11,3,국외지진,2.02E+11,2.02E+13,13.8,120.66,6.2,필리핀 칼라타간 남동쪽 4km 지역,2020-12-25 9:03,108
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.73,126.73,2.2,경기 파주시 남서쪽 6km 지역,2020-12-23 21:33,12
2.02E+11,3,국외지진,2.02E+11,2.02E+13,40.7,142.7,6.3,일본 아오모리현(혼슈) 아오모리 동쪽 165km 해역,2020-12-21 2:32,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.66,129.32,2.7,강원 동해시 북동쪽 24km 해역,2020-12-18 17:21,16
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.7,125.17,2.3,북한 황해남도 옹진 남남서쪽 31km 해역,2020-12-15 17:42,16
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-21.82,-68.73,6,칠레 칼라마 북북동쪽 73km 지역,2020-12-15 0:44,114
2.02E+11,3,국외지진,2.02E+11,2.02E+13,40.1,142.2,5.5,일본 이와테현(혼슈) 모리오카 동북동쪽 100km 해역,2020-12-12 16:26,50
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.53,121.99,5.6,대만 타이베이 남동쪽 73km 해역,2020-12-11 3:27,63
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.74,122.03,6.7,대만 타이베이 남동쪽 59km 해역,2020-12-10 22:31,77
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-20.37,-69.08,6.1,칠레 이키케 동쪽 113km 지역,2020-12-07 2:12,102
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-24.38,-67.05,6.3,아르헨티나 살타 서북서쪽 172km 지역,2020-12-01 8:20,148
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.6,141.1,5.8,일본 이바라키현(혼슈) 미토 동북동쪽 62km 해역,2020-11-22 19:12,40
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.99,125.37,3.1,북한 황해남도 옹진 북쪽 7km 지역,2020-11-19 23:26,15
2.02E+11,1,지진정보,2.02E+11,2.02E+13,41.28,129.18,2.6,북한 함경북도 길주 북북서쪽 38km 지역,2020-11-17 4:08,
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.76,129.18,2.1,경북 경주시 남남서쪽 11km 지역,2020-11-15 0:06,17
2.02E+11,3,국외지진,2.02E+11,2.02E+13,25.46,142.76,5.7,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1138km 해역,2020-11-11 14:40,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.41,128.22,2.9,경북 상주시 동쪽 5km 지역,2020-11-08 15:31,9
2.02E+11,3,국외지진,2.02E+11,2.02E+13,25.7,144,6.2,일본 가나가와현(혼슈) 요코하마 남남동쪽 1161km 해역,2020-11-07 10:18,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.43,128.14,2,경북 상주시 북서쪽 3km 지역,2020-11-06 18:31,8
2.02E+11,3,국외지진,2.02E+11,2.02E+13,40.9,143.3,5.7,일본 아오모리현(혼슈) 아오모리 동쪽 215km 해역,2020-11-06 18:03,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.84,129.79,2.4,경북 포항시 남구 동남동쪽 43km 해역,2020-11-04 16:54,22
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.83,129.78,2.2,경북 포항시 남구 동남동쪽 43km 해역,2020-11-04 7:29,23
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.79,125.72,2.8,북한 황해북도 송림 북동쪽 10km 지역,2020-11-04 5:03,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,37.9,26.8,7,그리스 사모스 섬 북서쪽 23km 해역,2020-10-30 21:21,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,33.89,125.65,2.5,전남 진도군 남서쪽 87km 해역,2020-10-25 19:15,17
2.02E+11,1,지진정보,2.02E+11,2.02E+13,33.93,127.45,2.1,전남 여수시 거문도 남동쪽 16km 해역,2020-10-24 15:13,21
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.75,129.17,2.1,경북 경주시 남남서쪽 13km 지역,2020-10-09 4:42,15
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-6.11,146.24,6.7,파푸아뉴기니 모로베 라에 북서쪽 108km 지역 ,2020-10-08 16:54,116
2.02E+11,1,지진정보,2.02E+11,2.02E+13,33.92,127.44,2.1,전남 여수시 거문도 남동쪽 16km 해역,2020-10-07 4:10,22
2.02E+11,3,국외지진,2.02E+11,2.02E+13,33.5,141.1,6,일본 지바현(혼슈) 지바 남남동쪽 251km 해역,2020-10-03 18:38,70
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.83,126.03,2.3,북한 황해북도 연산 서남서쪽 20km 지역,2020-10-03 1:55,
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.74,125.9,2.6,북한 황해북도 송림 동쪽 23km 지역,2020-10-02 22:37,
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.74,125.89,2.5,북한 황해북도 송림 동쪽 22km 지역,2020-10-02 21:51,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.85,122.13,5.9,대만 타이베이 동남동쪽 62km 해역,2020-09-30 14:10,106
2.02E+11,3,국외지진,2.02E+11,2.02E+13,35.1,137.8,5.3,일본 시즈오카현(혼슈) 시즈오카 서북서쪽 55km 지역,2020-09-27 13:20,50
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.6,129.37,2.1,경북 영덕군 북쪽 21km 지역,2020-09-22 20:13,15
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.51,127.14,2.2,충남 공주시 북북동쪽 7km 지역,2020-09-20 1:26,17
2.02E+11,3,국외지진,2.02E+11,2.02E+13,55.96,158.49,6.4,러시아 에소 서북서쪽 13km 지역,2020-09-15 13:00,330
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.64,124.6,2.9,인천 옹진군 백령도 남남서쪽 35km 해역,2020-09-13 1:00,15
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.03,128.4,2.4,경북 칠곡군 북쪽 4km 지역,2020-09-12 13:35,15
2.02E+11,3,국외지진,2.02E+11,2.02E+13,38.7,142.4,6.1,일본 미야기현(혼슈) 센다이 동북동쪽 142km 해역,2020-09-12 11:50,40
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-21.38,-69.92,6.3,칠레 토코피야 북북동쪽 83km 지역,2020-09-11 16:54,40
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-30.33,-71.57,6.4,칠레 코킴보 남서쪽 47km 지역 ,2020-09-06 10:48,27
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.1,136.2,5,일본 후쿠이현(혼슈) 후쿠이 북북서쪽 4km 지역,2020-09-04 9:19,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.38,126.2,2.3,전남 진도군 남남서쪽 13km 지역,2020-09-02 19:49,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-28.01,-71.2,7,칠레 코피아포 남서쪽 110km 해역,2020-09-01 13:39,35
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-5.51,151.85,6,파푸아뉴기니 코코포 북북동쪽 138km 지역,2020-08-26 4:33,40
2.02E+11,3,국외지진,2.02E+11,2.02E+13,9.6,-84.6,6,코스타리카 산호세 남서쪽 66km 지역,2020-08-25 7:24,27
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.91,125.93,2.5,북한 황해남도 해주 남동쪽 24km 지역,2020-08-21 3:59,14
2.02E+11,1,지진정보,2.02E+11,2.02E+13,41.3,129.09,2.4,북한 함경북도 길주 북북서쪽 43km 지역,2020-08-07 22:35,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,37.3,138.8,5.1,일본 니이가타현(혼슈) 니이가타 남남서쪽 70km 지역,2020-08-06 12:15,190
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.3,141.7,5.6,일본 이바라키현(혼슈) 미토 동쪽 110km 해역,2020-08-06 3:02,30
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.85,125.71,2,북한 황해북도 송림 북북동쪽 14km 지역,2020-08-05 1:43,7
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.77,128.48,2,경북 예천군 북쪽 13km 지역,2020-08-01 13:20,19
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.65,127.16,2,북한 강원 평강 북북서쪽 29km 지역,2020-08-01 3:03,17
2.02E+11,3,국외지진,2.02E+11,2.02E+13,30.6,141.9,5.8,일본 가나가와현(혼슈) 요코하마 남남동쪽 578km 해역,2020-07-30 9:48,60
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.26,122.44,6.1,대만 화롄 동북동쪽 97km 해역,2020-07-26 22:04,53
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.06,125.54,2.2,전남 신안군 흑산도 남쪽 66km 해역,2020-07-25 0:38,7
2.02E+11,3,국외지진,2.02E+11,2.02E+13,33.19,86.81,6.6,중국 티베트 라싸 북서쪽 570km 지역,2020-07-23 23:48,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.53,128.14,2,경남 남해군 남남동쪽 41km 해역,2020-07-20 19:07,11
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-7.8,147.7,7.3,파푸아뉴기니 코코다 북쪽 119km 해역,2020-07-17 12:04,85
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.88,124.68,2.4,전남 신안군 흑산도 서북서쪽 77km 해역,2020-07-15 15:25,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,39.78,118.44,5.1,중국 허베이성 탕산시 북동쪽 28km 지역,2020-07-12 8:09,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.88,129.58,2.7,강원 동해시 북동쪽 57km 해역,2020-07-11 22:45,
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.19,125.55,3.3,인천 옹진군 연평도 남남서쪽 54km 해역,2020-07-07 14:13,12
2.02E+11,3,국외지진,2.02E+11,2.02E+13,31.6,138.4,5.5,일본 시즈오카현(혼슈) 시즈오카 남쪽 375km 해역,2020-07-07 3:34,420
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.18,128.71,2.3,강원 영월군 동쪽 22km 지역,2020-07-03 14:04,6
2.02E+11,3,국외지진,2.02E+11,2.02E+13,35.73,82.33,6.4,중국 신장 허톈 남동쪽 260km 지역,2020-06-26 6:32,10
2.02E+11,3,국외지진,2.02E+11,2.02E+13,35.5,141.2,6.2,일본 지바현(혼슈) 지바 동쪽 100km 해역,2020-06-25 4:55,30
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.66,125.95,2.5,북한 황해북도 사리원 북동쪽 24km 지역,2020-06-24 3:53,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,16.04,-95.91,7.4,멕시코 오악사카 남동쪽 144km 지역,2020-06-24 0:59,23
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.86,126.9,2.1,경기 파주시 북동쪽 15km 지역,2020-06-23 20:02,6
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.47,128.52,2.3,강원 고성군 북북동쪽 11km 해역,2020-06-21 9:54,9
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.9,123.4,5.5,일본 오키나와현 요나구니섬 북동쪽 62km 해역,2020-06-19 23:48,20
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.9,123.3,5.5,일본 오키나와현 요나구니섬 북동쪽 58km 해역,2020-06-15 4:44,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,24.27,122.44,6,대만 화롄 동북동쪽 97km 해역,2020-06-14 5:29,55
2.02E+11,3,국외지진,2.02E+11,2.02E+13,28.8,128.3,6.3,일본 오키나와현 오키나와 북북동쪽 294km 해역,2020-06-14 1:01,160
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.01,128.01,2.1,경북 김천시 남남서쪽 17km 지역,2020-06-08 0:56,5
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.75,125.69,2.5,북한 황해북도 송림 동북동쪽 5km 지역,2020-06-04 2:48,6
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-23.3,-68.42,6.8,칠레 산페드로 드 아타카마 남남서쪽 48km 지역,2020-06-03 17:04,97
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.2,140.4,5.3,일본 이바라키현(혼슈) 미토 남남서쪽 19km 지역,2020-06-01 6:09,100
2.02E+11,3,국외지진,2.02E+11,2.02E+13,-15.28,-70.66,6,페루 람파 서북서쪽 32km 지역,2020-05-31 14:34,153
2.02E+11,3,국외지진,2.02E+11,2.02E+13,42.5,143.7,5.8,일본 홋카이도 구시로 남서쪽 77km 해역,2020-05-31 3:23,90
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.3,137.6,5.2,일본 도야마현(혼슈) 도야마 남동쪽 56km 지역,2020-05-29 19:13,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.01,128.01,2.8,경북 김천시 남남서쪽 17km 지역,2020-05-27 19:27,6
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.67,125,2.1,북한 황해남도 옹진 남서쪽 43km 해역,2020-05-22 21:43,11
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.3,137.6,5.3,일본 도야마현(혼슈) 도야마 남동쪽 56km 지역,2020-05-19 13:20,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.1,127.34,2.8,전북 완주군 북동쪽 27km 지역,2020-05-13 15:24,12
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.68,127.18,3.8,북한 강원 평강 북북서쪽 32km 지역,2020-05-11 19:52,16
2.02E+11,5,지진속보,2.02E+11,2.02E+13,38.72,127.14,4,북한 강원 평강 북북서쪽 37km 지역,2020-05-11 19:46,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.4,141.1,5.5,일본 이바라키현(혼슈) 미토 동쪽 56km 해역,2020-05-11 9:06,50
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.87,126.22,2.2,북한 평안남도 성천 남쪽 41km 지역,2020-05-09 12:52,8
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.66,126.4,2.2,전남 해남군 서북서쪽 21km 지역,2020-05-09 2:01,21
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.77,124.68,2.1,전남 신안군 흑산도 서쪽 73km 해역,2020-05-07 2:12,17
2.02E+11,3,국외지진,2.02E+11,2.02E+13,35.6,140.1,5,일본 지바현(혼슈) 지바 남서쪽 1km 지역,2020-05-06 2:04,70
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.47,126.16,2.4,북한 황해북도 평산 북서쪽 26km 지역,2020-05-05 6:59,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,35.7,140.6,5.5,일본 지바현(혼슈) 지바 동북동쪽 46km 지역,2020-05-04 22:17,50
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.66,126.4,3.1,전남 해남군 서북서쪽 21km 지역,2020-05-03 22:11,21
2.02E+11,3,국외지진,2.02E+11,2.02E+13,31.3,128.7,6,일본 가고시마현(규슈) 가고시마 서쪽 179km 해역,2020-05-03 21:09,10
2.02E+11,3,국외지진,2.02E+11,2.02E+13,23.23,121.61,5.9,대만 화롄 남쪽 80km 해역,2020-05-03 12:56,40
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.66,126.4,2.3,전남 해남군 서북서쪽 21km 지역,2020-05-02 3:00,21
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.66,126.4,2.4,전남 해남군 서북서쪽 21km 지역,2020-04-30 7:18,21
2.02E+11,1,지진정보,2.02E+11,2.02E+13,39.39,126.13,2.4,북한 평안남도 성천 북북서쪽 18km 지역,2020-04-29 16:03,
2.02E+11,1,지진정보,2.02E+11,2.02E+13,34.66,126.41,2.1,전남 목포시 남쪽 17km 해역,2020-04-28 12:56,22
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.16,127.43,2.4,충남 금산군 북서쪽 8km 지역,2020-04-28 12:11,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.8,127.53,2.8,전북 장수군 북쪽 17km 지역,2020-04-27 11:12,6
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.3,125.54,2.3,전남 신안군 흑산도 북쪽 73km 해역,2020-04-24 2:11,15
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.2,137.7,5.5,일본 나가노현(혼슈) 나가노 남서쪽 67km 지역,2020-04-23 13:54,
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.11,130.01,2.1,강원 동해시 북동쪽 102km 해역,2020-04-22 20:58,9
2.02E+11,3,국외지진,2.02E+11,2.02E+13,38.9,142.1,6.1,일본 이와테현(혼슈) 모리오카 남동쪽 121km 해역,2020-04-20 5:46,50
2.02E+11,3,국외지진,2.02E+11,2.02E+13,27.3,140.6,6,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 879km 해역,2020-04-18 18:33,490
2.02E+11,3,국외지진,2.02E+11,2.02E+13,27.2,140.7,6.9,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 892km 해역,2020-04-18 17:37,490
2.02E+11,1,지진정보,2.02E+11,2.02E+13,37.58,126.14,2.3,인천 강화군 서남서쪽 36km 해역,2020-04-18 7:41,14
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.2,140,5.1,일본 도치기현(혼슈) 우쓰노미야 남남동쪽 41km 지역,2020-04-12 0:53,50
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.75,125.72,2.2,북한 황해북도 송림 동북동쪽 8km 지역,2020-04-03 20:09,
2.02E+11,3,국외지진,2.02E+11,2.02E+13,23.9,123.4,5.5,일본 오키나와현 이리 오모테 섬 부근 해역,2020-03-31 1:04,30
2.02E+11,3,국외지진,2.02E+11,2.02E+13,22.9,143.1,5.8,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1418km 해역,2020-03-26 15:04,180
2.02E+11,3,국외지진,2.02E+11,2.02E+13,49,157.7,7.8,러시아 세베로쿠릴스크 남남동쪽 218km 해역,2020-03-25 12:09,59
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.39,128.01,2.7,경남 산청군 동남동쪽 13km 지역,2020-03-20 16:06,9
2.02E+11,3,국외지진,2.02E+11,2.02E+13,37.3,136.8,5.4,일본 도야마현(혼슈) 도야마 북북서쪽 77km 지역,2020-03-13 2:26,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.44,125.54,2,전북 군산시 어청도 남남서쪽 85km 해역,2020-03-10 1:21,12
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.45,126.17,2.4,북한 황해북도 평산 북서쪽 24km 지역,2020-02-29 22:35,8
2.02E+11,1,지진정보,2.02E+11,2.02E+13,38.46,126.17,2.7,북한 황해북도 평산 북서쪽 24km 지역,2020-02-29 22:12,8
2.02E+11,3,국외지진,2.02E+11,2.02E+12,24.39,121.42,5,대만 화롄 북북서쪽 51km 지역,2020-02-25 20:55,10
2.02E+11,3,국외지진,2.02E+11,2.02E+13,38.47,44.37,6,이란 코이 서쪽 51km 지역,2020-02-24 1:43,10
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.26,130.49,2.7,경북 영덕군 동쪽 102km 해역,2020-02-16 20:08,19
2.02E+11,3,국외지진,2.02E+11,2.02E+13,23.84,121.52,5.5,대만 화롄 남남서쪽 13km 지역,2020-02-15 20:48,11
2.02E+11,3,국외지진,2.02E+11,2.02E+13,23.85,121.53,5.1,대만 화롄 남쪽 11km 지역,2020-02-15 20:28,8
2.02E+11,3,국외지진,2.02E+11,2.02E+13,23.84,121.52,5.5,대만 화롄 남남서쪽 13km 지역,2020-02-15 20:18,11
2.02E+11,3,국외지진,2.02E+11,2.02E+13,44.7,148.9,7,일본 홋카이도 구시로 동북동쪽 409km 해역 ,2020-02-13 19:46,160
2.02E+11,3,국외지진,2.02E+11,2.02E+13,37.3,141.4,5.5,일본 후쿠시마현(혼슈) 후쿠시마 동남동쪽 96km 해역,2020-02-12 19:48,80
2.02E+11,1,지진정보,2.02E+11,2.02E+13,35.77,129.03,2.4,경북 경주시 서남서쪽 18km 지역,2020-02-09 14:46,9
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36.4,141.6,5.6,일본 이바라키현(혼슈) 미토 동쪽 101km 해역,2020-02-06 20:31,40
2.02E+11,3,국외지진,2.02E+11,2.02E+13,36,140.1,5.3,일본 지바현(혼슈) 지바 북쪽 44km 지역,2020-02-01 2:15,70
2.02E+11,3,국외지진,2.02E+11,2.02E+13,35.7,140.7,5.1,일본 지바현(혼슈) 지바 동쪽 55km 지역,2020-02-01 1:19,50
2.02E+11,1,지진정보,2.02E+11,2.02E+13,36.59,128.12,3.2,경북 상주시 북쪽 20km 지역,2020-01-30 0:57,21
